date,cost_cny,plan_cost_cny,emergency_energy_kwh,emergency_cost_cny,over_plan_energy_kwh,under_plan_energy_kwh,over_plan_penalty_cny,under_plan_penalty_cny,q_plan_kwh,q_adjust_kwh,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh,emergency_slots,emergency_blocks,S0,S1,S2,S3,S4
2025-05-24,12266.575307,10694.241494,265.906333,539.463227,0.000000,969.679063,0.000000,1032.870587,26448.198398,27417.877461,17267.209531,13986.439720,6000.000000,6000.000000,10,2,19502.231176,12345.546853,12266.575307,12266.575307,13036.107888
2025-05-25,39932.281824,29702.263476,414.003083,1390.215265,0.000000,9808.702563,0.000000,8839.803084,48284.388257,58093.090821,20816.376074,16861.264620,6000.000000,6000.000000,15,6,54379.948300,41106.872437,39932.281824,39932.281824,42222.046859
2025-05-26,45389.277995,29656.255929,425.098983,1111.878312,0.000000,14894.161402,0.000000,14621.143754,48571.106017,63465.267418,20267.964658,16417.051373,6000.000000,6000.000000,8,2,70903.889685,45543.940657,45389.277995,45389.277995,52520.217755
2025-05-27,39693.338491,29148.728860,268.809283,743.140561,0.000000,11129.566079,0.000000,9801.469069,47378.631683,58508.197762,20172.485412,16339.713183,6000.000000,6000.000000,9,3,62463.537225,43224.485943,39693.338491,39693.338491,49806.033454
2025-05-28,43975.830080,30506.712111,487.997783,1170.097786,0.000000,12380.075133,0.000000,12299.020183,50330.076162,62710.151296,20563.755679,16656.642100,6000.000000,6000.000000,9,3,56968.852557,45183.816498,43975.830080,43975.830080,44241.796745
2025-05-29,45600.241090,31003.352038,312.223333,703.744013,0.000000,14222.454583,0.000000,13893.145038,50219.447681,64441.902264,19317.792181,15647.411667,6000.000000,6000.000000,8,2,65700.731186,48708.816209,45600.241090,45600.241090,48276.744127
2025-05-30,12748.661836,10114.931002,200.981483,401.087357,0.000000,2170.674533,0.000000,2232.643477,25518.993843,27689.668377,17235.237860,13960.542667,6000.000000,6000.000000,9,3,20814.259687,13015.676209,12748.661836,12748.661836,13788.895833
2025-05-31,11451.782772,10254.906117,89.452100,149.973994,0.000000,929.913117,0.000000,1046.902660,28117.498741,29047.411859,21333.521975,17280.152800,6000.000000,6000.000000,5,2,11962.308123,11583.446099,11451.782772,11451.782772,11650.123625
2025-06-01,63397.138622,45982.873790,786.578800,3304.300390,0.000000,12991.354892,0.000000,14109.964442,68196.775041,81188.129933,21729.795350,17601.134233,6000.000000,6000.000000,24,5,75336.018845,64802.975387,63397.138622,63397.138622,70646.582341
2025-06-02,58376.228684,46076.980787,696.731200,3155.561099,226.384171,7408.448638,68.257925,9075.428871,69937.013013,77119.077480,22246.578667,18019.728720,6000.000000,6000.000000,20,6,68192.875165,58695.681686,58376.228684,58376.228684,60721.964454
2025-06-03,60713.372016,41594.456292,90.646467,225.478977,0.000000,18083.879365,0.000000,18893.436747,62434.208029,80518.087395,22990.990410,18622.702232,6000.000000,6000.000000,4,3,82128.174146,64347.793152,60713.372016,60713.372016,66141.522301
2025-06-04,56995.074792,48185.224649,176.356133,490.423607,113.343767,6855.436346,31.414978,8288.011557,73194.575366,79936.667945,22973.543834,18608.570506,6000.000000,6000.000000,7,2,57718.488718,60997.249049,56995.074792,56995.074792,55133.472986
2025-06-05,63666.071344,40827.141097,257.411967,1020.780968,0.000000,19837.969076,0.000000,21818.149278,61279.715858,81117.684934,22401.377899,18145.116099,6000.000000,6000.000000,11,3,101086.738487,65451.958033,63666.071344,63666.071344,76694.905776
2025-06-06,22578.897413,16775.344915,694.750917,2164.893475,0.000000,3653.270217,0.000000,3638.659023,33914.387967,37567.658183,17666.666667,14310.000000,6000.000000,6000.000000,20,6,43156.449073,22223.743840,22578.897413,22578.897413,28380.685078
2025-06-07,21851.678658,16078.037336,35.600450,92.233266,0.000000,6861.956883,0.000000,5681.408056,33462.439268,40324.396151,19246.914390,15590.000655,6000.000000,6000.000000,6,1,34382.204140,20907.060391,21851.678658,21851.678658,24463.248043
2025-06-08,57327.996800,39658.398654,130.895150,399.228895,0.000000,17154.460766,0.000000,17270.369250,58491.258652,75645.719418,21121.434483,17108.361931,6000.000000,6000.000000,8,2,84126.174918,59076.348360,57327.996800,57327.996800,59730.422917
2025-06-09,63093.338668,45520.412728,139.105117,521.379246,0.000000,15543.037076,0.000000,17051.546694,67031.585047,82574.622123,22698.304856,18385.626933,6000.000000,6000.000000,8,2,80011.233779,64879.649437,63093.338668,63093.338668,70937.133958
2025-06-10,65335.357212,40755.549170,211.582783,558.014340,0.000000,22250.837923,0.000000,24021.793702,60246.953067,82497.790990,22368.450301,18118.444744,6000.000000,6000.000000,9,4,106668.884209,65453.821923,65335.357212,65335.357212,86352.926427
2025-06-11,70653.519096,44543.099262,19.055517,82.727111,0.000000,23133.546983,0.000000,26027.692723,66476.127351,89609.674333,25824.275000,20917.662750,6000.000000,6000.000000,2,2,107401.830542,73074.007621,70653.519096,70653.519096,98066.631333
2025-06-12,65583.892120,42975.804124,93.627500,272.114587,0.000000,20841.319717,0.000000,22335.973409,63767.539566,84608.859283,24000.000000,19440.000000,6000.000000,6000.000000,7,2,97471.188097,69667.383908,65583.892120,65583.892120,78777.656189
2025-06-13,21806.667707,15659.973874,190.350250,432.833844,0.000000,6567.925732,0.000000,5713.859989,32309.439017,38877.364749,17512.075082,14184.780817,6000.000000,6000.000000,17,3,34230.476991,21866.894173,21806.790700,21806.667707,24645.080714
2025-06-14,20262.567126,16378.944246,244.968383,528.964098,0.000000,3333.986417,0.000000,3354.658783,32866.641489,36200.627905,17528.372572,14197.981783,6000.000000,6000.000000,16,4,35020.909217,21645.273675,20262.416632,20262.567126,24247.426808
2025-06-15,66576.925036,39906.508395,127.229417,335.845189,0.116967,24958.561223,0.080812,26334.490640,58192.516194,83150.960451,24129.269740,19544.708489,6000.000000,6000.000000,12,1,109862.602118,69405.054163,66577.011325,66576.925036,94628.940330
2025-06-16,66449.846846,41677.640430,73.576933,318.062144,0.000000,22501.673269,0.000000,24454.144272,61829.542196,84331.215464,23592.647707,19110.044643,6000.000000,6000.000000,14,7,107669.034245,70216.061031,66449.311963,66449.846846,92405.059635
2025-06-17,69368.816916,42291.887214,410.680000,1905.378988,0.027850,23252.310507,0.018797,25171.531917,63067.729755,86320.012412,24941.944362,20202.974933,6000.000000,6000.000000,19,5,112406.951891,73837.483533,69368.505834,69368.816916,95764.940702
2025-06-18,66459.254835,42241.104692,203.944717,566.195534,0.000000,21731.450542,0.000000,23651.954608,62864.664958,84596.115500,23166.666667,18765.000000,6000.000000,6000.000000,15,2,92487.678033,73887.783726,66460.237038,66459.254835,82865.969138
2025-06-19,61480.926972,40092.457759,92.673900,322.942034,0.000000,19922.329098,0.000000,21065.527179,59923.365745,79845.694843,22559.263470,18273.003410,6000.000000,6000.000000,11,5,91392.721853,62278.964873,61480.112760,61480.926972,71540.323877
2025-06-20,18435.924369,15453.528215,105.930000,201.086178,0.000000,3190.123083,0.000000,2781.309976,32020.664066,35210.787150,17518.299033,14189.822217,6000.000000,6000.000000,12,3,31523.993951,19112.024651,18436.314173,18435.924369,21811.683071
2025-06-21,17923.650550,14825.006573,26.688867,83.765910,0.000000,3094.202400,0.000000,3014.878067,31926.958604,35021.161004,18376.571626,14885.023017,6000.000000,6000.000000,7,2,29792.743080,18321.423413,17924.446774,17923.650550,21612.175823
2025-06-22,61649.312892,37682.696896,373.964767,1016.019856,0.000000,21724.283194,0.000000,22950.596141,56734.313955,78458.597149,25189.413327,20403.424795,6000.000000,6000.000000,19,4,99724.307171,66121.895555,61649.473098,61649.312892,74590.860328
2025-06-23,62554.631128,39686.389105,227.573017,1043.150187,0.023817,21564.693217,0.015940,21825.075896,57812.633405,79377.302805,21734.886955,17605.258433,6000.000000,6000.000000,14,5,90543.651820,65860.221507,62555.138687,62554.631128,73510.699798
2025-06-24,70243.330741,47282.200605,199.565067,530.119686,0.000000,19149.985416,0.000000,22431.010450,69871.305262,89021.290677,27376.220494,22174.738600,6000.000000,6000.000000,13,2,95768.431898,72328.332097,70244.783979,70243.330741,89189.486719
2025-06-25,65662.462134,39030.009889,113.297417,280.356921,0.000000,23839.154830,0.000000,26352.095325,59882.678478,83721.833308,23964.418724,19411.179167,6000.000000,6000.000000,12,3,99851.553801,67198.868265,65663.331049,65662.462134,74628.294600
2025-06-26,61473.834833,39488.519794,37.167150,103.550238,0.000000,21752.895827,0.000000,21881.764800,59164.619063,80917.514890,22447.185823,18182.220517,6000.000000,6000.000000,11,3,89131.409983,63328.775293,61474.032957,61473.834833,67131.866782
2025-06-27,17266.095549,14772.170835,166.016483,544.928634,0.000000,1918.310033,0.000000,1948.996081,31846.306874,33764.616908,18070.657058,14637.232217,6000.000000,6000.000000,10,3,23923.685223,17882.823666,17266.424740,17266.095549,19042.473554
2025-06-28,19077.029261,14729.278544,246.810900,481.972779,0.000000,4019.889115,0.000000,3865.777939,31468.963233,35488.852347,18782.151564,15213.542767,6000.000000,6000.000000,12,1,32662.084559,19943.518424,19077.718614,19077.029261,23319.101303
2025-06-29,62641.996863,38091.581779,50.053017,130.792471,0.000000,22074.290657,0.000000,24419.622613,57825.666956,79899.957613,21954.118663,17782.836117,6000.000000,6000.000000,12,1,107022.356504,64448.952377,62642.015036,62641.996863,73625.694167
2025-06-30,62156.192637,39643.869297,158.237300,510.166037,0.000000,20428.051627,0.000000,22002.157302,60599.719289,81027.770917,22340.081667,18095.466150,6000.000000,6000.000000,16,3,95479.569343,63835.202799,62156.546295,62156.192637,80635.183742
2025-07-01,77328.419387,50491.072552,302.278133,820.529423,0.000000,23099.884129,0.000000,26016.817411,67710.717748,90810.601877,23944.714177,19395.218483,6000.000000,6000.000000,8,2,116201.805004,79051.927448,77328.615617,77328.419387,95827.658388
2025-07-02,67814.415575,51219.365702,214.780450,557.004377,0.000000,16124.644577,0.000000,16038.045496,66492.319587,82616.964164,17708.633846,14343.993415,6000.000000,6000.000000,7,1,92517.881321,70304.194023,67814.611055,67814.415575,77436.263390
2025-07-03,78302.125134,55534.475824,164.383450,389.609288,0.000000,19733.694384,0.000000,22378.040022,73529.504970,93263.199354,24063.868354,19491.733367,6000.000000,6000.000000,6,1,103337.260265,82331.442886,78302.322043,78302.125134,92718.198884
2025-07-04,26659.463984,23103.365909,246.417733,465.467588,0.000000,2971.938622,0.000000,3090.630487,40702.183809,43674.122431,18763.112864,15198.121420,6000.000000,6000.000000,7,1,47009.558492,28380.653087,26659.623559,26659.463984,30629.826929
2025-07-05,26043.969010,22683.764394,95.621017,197.097798,0.000000,2974.776317,0.000000,3163.106819,41195.863358,44170.639674,19273.895391,15611.855267,6000.000000,6000.000000,7,1,43239.883682,26468.803184,26044.123156,26043.969010,29617.334075
2025-07-06,81568.687579,52541.409270,153.561750,403.470331,0.000000,25503.946505,0.000000,28623.807978,68188.586750,93692.533255,23794.970288,19273.925933,6000.000000,6000.000000,7,1,125142.590525,82709.261647,81568.894130,81568.687579,113110.912368
2025-07-07,69642.702944,52125.117162,327.761917,1031.712276,0.000000,15837.361911,0.000000,16485.873505,69164.913208,85002.275119,19856.829664,16084.032028,6000.000000,6000.000000,9,2,86528.311833,68043.902674,69642.669867,69642.702944,86404.658215
2025-07-08,72322.238824,54621.230482,335.316333,947.771048,0.000000,14532.234102,0.000000,16753.237294,73033.598142,87565.832244,23584.976811,19103.831217,6000.000000,6000.000000,10,2,90072.312504,71612.483425,72322.226690,72322.238824,83972.876373
2025-07-09,69346.652399,53838.791716,214.129817,572.139960,0.000000,14259.034517,0.000000,14935.720723,72793.169916,87052.204432,23674.827364,19176.610164,6000.000000,6000.000000,7,1,78144.381521,71346.813809,69346.637897,69346.652399,74437.196896
2025-07-10,69191.231409,50570.167502,284.230267,752.801481,0.000000,16999.281834,0.000000,17868.262425,66021.868230,83021.150064,22785.926300,18456.600303,6000.000000,6000.000000,7,1,99488.191068,71934.456225,69190.786833,69191.231409,91213.096116
2025-07-11,26508.380621,23676.255365,232.910367,689.011928,0.000000,2008.256516,0.000000,2143.113328,41127.845950,43136.102466,16885.321049,13677.110050,6000.000000,6000.000000,11,4,38818.829398,27468.566637,26507.952595,26508.380621,30402.199447
2025-07-12,27089.744352,22534.935341,172.002350,346.695191,0.000000,4233.791250,0.000000,4208.113820,40431.712771,44665.504021,17977.990638,14562.172417,6000.000000,6000.000000,8,2,45390.976964,27336.013122,27089.316154,27089.744352,31832.764664
2025-07-13,62969.972058,53381.897581,246.747450,583.927918,642.225483,10028.274405,291.821970,8712.324589,70968.953823,80355.002745,21759.853920,17625.481675,6000.000000,6000.000000,11,3,74145.098485,64448.122798,62970.237213,62969.972058,74476.565115
2025-07-14,67924.704446,50084.690646,334.044417,973.920853,0.000000,16233.684992,0.000000,16866.092947,67237.915931,83471.600922,24618.473275,19940.963353,6000.000000,6000.000000,11,3,90869.228593,67941.735927,67924.483486,67924.704446,78472.423361
2025-07-15,64767.043065,50505.116704,378.637900,1134.781210,0.000000,12862.587262,0.000000,13127.145151,68573.574246,81436.161507,21938.631091,17770.291183,6000.000000,6000.000000,18,9,86569.014538,65476.566492,64766.807035,64767.043065,72747.313519
2025-07-16,67444.713618,52022.245205,136.545200,382.677277,7.022717,14850.192971,4.655710,15035.135427,68224.323704,83067.493958,21811.253290,17667.115165,6000.000000,6000.000000,9,3,89292.101484,65985.654462,67444.453122,67444.713618,75869.578452
2025-07-17,69021.948414,48897.763385,279.063083,728.041019,0.000000,18437.264679,0.000000,19396.144010,65157.750900,83595.015579,23007.101646,18635.752333,6000.000000,6000.000000,10,3,102179.450153,70664.784361,69021.700416,69021.948414,78064.061936
2025-07-18,25927.025304,21398.201205,303.917717,700.291547,65.353570,4154.286154,20.392985,3808.139567,39101.048686,43189.981270,18675.857037,15127.444200,6000.000000,6000.000000,19,8,30432.653984,26723.202674,25926.795404,25927.025304,27168.608916
2025-07-19,27746.998333,22353.112103,337.195183,760.556917,0.000000,5506.934400,0.000000,4633.329313,40447.223053,45954.157453,19501.658436,15796.343333,6000.000000,6000.000000,12,3,27863.999495,26608.644339,27747.415758,27746.998333,27534.358883
2025-07-20,68947.912346,48795.827098,150.809017,445.539617,0.000000,17948.653506,0.000000,19706.545630,66906.048080,84854.701586,22419.498786,18159.794017,6000.000000,6000.000000,9,3,94262.456326,71295.506267,68947.692362,68947.912346,80467.746195
2025-07-21,70901.871932,50588.767895,255.641500,734.806130,0.000000,18704.881446,0.000000,19578.297907,66751.807220,85456.688666,20318.276840,16457.804240,6000.000000,6000.000000,10,2,101355.338466,69175.999709,70901.664696,70901.871932,82253.797696
2025-07-22,74556.515383,48239.141269,207.375950,592.215019,0.000000,24480.202235,0.000000,25725.159095,64230.693619,88710.895854,26348.313704,21342.134100,6000.000000,6000.000000,9,3,107103.965859,83021.486312,74556.301884,74556.515383,87066.202760
2025-07-23,66220.468363,54379.400814,243.577433,1005.434849,0.000000,10008.359656,0.000000,10835.632699,74264.409512,84272.769168,23038.337726,18661.053558,6000.000000,6000.000000,22,6,74048.644292,67308.223151,66220.253094,66220.468363,69934.599716
2025-07-24,67280.482649,53032.881179,180.726550,531.225936,0.000000,12898.397832,0.000000,13716.375534,72347.538002,85245.935834,22666.021317,18359.477267,6000.000000,6000.000000,12,3,78358.304734,70231.840289,67280.985908,67280.482649,70713.346992
2025-07-25,25088.202277,21241.076549,285.148833,611.836442,0.000000,3017.299157,0.000000,3235.289286,38389.090856,41406.390013,20058.337241,16247.253166,6000.000000,6000.000000,12,4,43975.705707,25535.862427,25088.205939,25088.202277,28248.104665
2025-07-26,25016.825463,21276.489414,163.328767,394.036402,0.000000,3062.832228,0.000000,3346.299646,39017.386897,42080.219125,19460.322764,15762.861439,6000.000000,6000.000000,11,3,40607.941790,25465.849316,25016.829224,25016.825463,29152.944749
2025-07-27,68059.375724,48597.413170,69.249450,209.770506,0.000000,18444.197162,0.000000,19252.192047,65725.961856,84170.159018,21614.694567,17507.902599,6000.000000,6000.000000,8,4,105946.244216,69484.140483,68059.380590,68059.375724,73571.082671
2025-07-28,72988.482594,49899.781434,195.226450,751.475112,0.000000,20610.387869,0.000000,22337.226047,67793.001180,88403.389049,23279.275082,18856.212817,6000.000000,6000.000000,13,3,117638.708009,76389.057382,72988.489020,72988.482594,94199.429013
2025-07-29,76897.273057,48372.756321,241.434283,633.933630,0.000000,25689.150171,0.000000,27890.583106,65043.333661,90732.483832,26176.464466,21202.936218,6000.000000,6000.000000,8,2,116871.627599,77722.202987,76897.283817,76897.273057,93893.702820
2025-07-30,74119.113181,48573.307721,141.058383,380.844395,0.000000,22910.802521,0.000000,25164.961065,64347.789183,87258.591704,22662.919671,18356.964933,6000.000000,6000.000000,8,2,113972.912672,75235.811747,74119.103187,74119.113181,82960.162133
2025-07-31,71926.219430,46823.386523,213.566883,600.180747,0.000000,22856.508484,0.000000,24502.652161,62735.527324,85592.035808,22961.735041,18599.005383,6000.000000,6000.000000,10,3,120893.295930,73193.018562,71926.219430,71926.219430,88400.318047
2025-08-01,24335.995132,21344.358318,273.865850,526.950052,0.000000,2700.302233,0.000000,2464.686763,38842.894148,41543.196381,18221.537531,14759.445400,6000.000000,6000.000000,7,2,30470.911880,24592.488256,24335.995132,24335.995132,25373.389711
2025-08-02,24245.652872,20516.042492,268.751150,672.902866,0.000000,2857.441583,0.000000,3056.707514,37993.353862,40850.795445,18558.731379,15032.572417,6000.000000,6000.000000,14,6,27712.918428,23995.005661,24245.652872,24245.652872,25021.844228
2025-08-03,56719.804984,45719.805041,231.801617,641.650735,0.000000,10460.635307,0.000000,10358.349209,61234.861807,71695.497115,18301.545778,14824.252080,6000.000000,6000.000000,8,3,88067.140955,60725.366770,56719.804984,56719.804984,66064.968826
2025-08-04,59873.246270,47379.582423,115.276850,388.697372,0.000000,13292.504732,0.000000,12104.966475,63478.539483,76771.044215,20003.558239,16202.882174,6000.000000,6000.000000,11,5,83032.952134,65955.324985,59873.246270,59873.246270,66292.887948
2025-08-05,59022.797974,46206.902460,71.866667,245.610741,0.000000,13240.061338,0.000000,12570.284773,62727.906583,75967.967921,21348.946162,17292.646391,6000.000000,6000.000000,9,3,84425.784012,62841.235807,59022.797974,59022.797974,66208.115841
2025-08-06,63234.628314,49555.474801,122.507000,339.448896,0.000000,14131.965491,0.000000,13339.704617,65151.253610,79283.219101,20915.641934,16941.669967,6000.000000,6000.000000,8,2,83782.613405,64562.834513,63234.628314,63234.628314,75451.279190
2025-08-07,58792.634208,46076.014101,207.555433,550.578685,0.000000,11859.588992,0.000000,12166.041421,63232.706712,75092.295703,21521.310720,17432.261683,6000.000000,6000.000000,9,2,70345.507769,62473.902185,58792.634208,58792.634208,59540.751497
2025-08-08,23218.204407,20123.850946,64.900950,181.263272,0.000000,2736.753683,0.000000,2913.090189,37673.343822,40410.097505,18608.863272,15073.179250,6000.000000,6000.000000,10,2,33417.061546,23584.273427,23218.204407,23218.204407,24159.358557
2025-08-09,23722.695387,20440.282335,165.020950,505.835477,0.000000,2551.811917,0.000000,2776.577576,38127.432963,40679.244879,19194.234979,15547.330333,6000.000000,6000.000000,12,3,36011.823297,23717.681683,23722.695387,23722.695387,25564.677996
2025-08-10,59520.980457,46906.462034,165.877867,526.925034,0.000000,12961.312550,0.000000,12087.593390,61788.313147,74749.625696,19436.629630,15743.670000,6000.000000,6000.000000,12,2,84150.703394,61927.835804,59520.980457,59520.980457,69399.602249
2025-08-11,61111.776940,44793.597610,88.823933,244.391209,0.000000,16212.464479,0.000000,16073.788121,62016.901912,78229.366391,22816.686358,18481.515950,6000.000000,6000.000000,10,2,92223.562909,62659.157972,61111.776940,61111.776940,68197.749892
2025-08-12,65724.891886,46506.205129,229.108333,673.476123,0.000000,18190.851647,0.000000,18545.210633,61621.064250,79811.915897,19443.393580,15749.148800,6000.000000,6000.000000,10,2,91616.270272,69263.917828,65724.891886,65724.891886,73373.805168
2025-08-13,61252.995138,45634.558427,36.230017,91.115220,0.000000,15818.651316,0.000000,15527.321491,61733.818041,77552.469356,19597.579156,15874.039117,6000.000000,6000.000000,5,2,95288.504025,62409.549767,61252.995138,61252.995138,66439.291098
2025-08-14,62592.867994,47718.738189,65.729400,310.579676,0.000000,15306.143754,0.000000,14563.550128,63901.145917,79207.289671,20432.526600,16550.346546,6000.000000,6000.000000,8,2,86683.444969,65977.797522,62592.867994,62592.867994,71827.761015
2025-08-15,23552.050942,21143.481911,145.088400,330.131602,0.000000,1878.969617,0.000000,2078.437429,38444.358533,40323.328150,16000.038889,12960.031500,6000.000000,6000.000000,8,3,26482.677327,24064.381607,23552.050942,23552.050942,24541.991450
2025-08-16,23661.142612,21342.867497,236.316250,518.179718,124.691750,1554.122300,39.762256,1760.333141,38884.919000,40314.349550,17666.666667,14310.000000,6000.000000,6000.000000,7,2,30473.590479,23748.296345,23661.142612,23661.142612,25537.792429
2025-08-17,58904.227594,46255.345997,93.312883,326.800460,0.000000,12805.890317,0.000000,12322.081137,62825.054124,75630.944442,20515.931272,16617.904330,6000.000000,6000.000000,9,3,80935.752520,61481.935852,58904.227594,58904.227594,62196.732284
2025-08-18,59019.781676,47934.499157,103.479333,342.553096,0.000000,11558.815433,0.000000,10742.729422,64503.732700,76062.548133,20411.815350,16533.570433,6000.000000,6000.000000,9,2,86136.947240,62638.774641,59019.781676,59019.781676,64475.581086
2025-08-19,59256.257257,46471.475159,207.109083,547.742477,0.000000,13028.390945,0.000000,12237.039621,62286.509848,75314.900793,19736.848560,15986.847333,6000.000000,6000.000000,8,2,89414.093849,59338.884882,59256.257257,59256.257257,65845.707000
2025-08-20,65352.919434,47504.228629,321.703950,1008.775713,0.000000,16526.048081,0.000000,16839.915092,64231.355005,80757.403086,23084.405453,18698.368417,6000.000000,6000.000000,13,5,95659.926355,67531.466554,65352.919434,65352.919434,76172.638423
2025-08-21,59953.342685,45952.366954,60.719767,224.297141,0.000000,14171.282598,0.000000,13776.678590,62071.950950,76243.233548,19341.442798,15666.568667,6000.000000,6000.000000,8,2,85646.612368,61269.714600,59953.342685,59953.342685,62927.410693
2025-08-22,24015.619428,21316.690176,169.632383,391.797974,0.000000,2122.858017,0.000000,2307.131278,38788.478980,40911.336996,17781.842963,14403.292800,6000.000000,6000.000000,12,5,38483.030652,24212.409874,24015.619428,24015.619428,26609.499867
2025-08-23,24033.624326,20179.573366,180.267250,568.155399,0.000000,3325.844400,0.000000,3285.895560,38641.926151,41967.770551,20074.417284,16260.278000,6000.000000,6000.000000,10,4,42611.955939,24119.104978,24033.624326,24033.624326,24202.491567
2025-08-24,60166.547022,47353.834259,83.257667,266.048534,0.000000,12193.908576,0.000000,12546.664229,63092.559178,75286.467754,20097.013704,16278.581100,6000.000000,6000.000000,8,2,83364.947637,57728.533673,60166.547022,60166.547022,69486.010018
2025-08-25,60808.511640,53399.113238,49.673583,209.222892,57.881117,6663.659391,14.684439,7185.491071,75131.018820,81736.797094,21781.868563,17643.313536,6000.000000,6000.000000,5,2,67653.061432,64749.120159,60808.511640,60808.511640,62264.954755
2025-08-26,59583.242263,47294.411693,45.849950,147.315709,0.000000,13197.765576,0.000000,12141.514861,64144.235389,77342.000965,22352.273148,18105.341250,6000.000000,6000.000000,5,2,89480.841651,63303.330248,59583.242263,59583.242263,69913.915507
2025-08-27,63140.495582,47368.034030,26.462300,142.967608,0.000000,16475.758368,0.000000,15629.493944,65438.032950,81913.791318,24362.835535,19733.896783,6000.000000,6000.000000,4,2,101586.438108,67794.327622,63140.495582,63140.495582,66918.361759
2025-08-28,66971.403535,45196.509347,38.447833,148.600940,0.000000,20448.918792,0.000000,21626.293248,61954.361200,82403.279992,23144.983642,18747.436750,6000.000000,6000.000000,5,2,110026.518030,70593.410085,66971.403535,66971.403535,75871.685893
2025-08-29,24051.266615,21175.326550,21.429167,87.207692,0.000000,2557.526809,0.000000,2788.732374,39447.291991,42004.818800,18500.000000,14985.000000,6000.000000,6000.000000,4,2,32410.318009,23630.140683,24051.266615,24051.266615,24683.194759
2025-08-30,23874.695722,21190.361022,23.512067,69.790476,0.000000,2389.388783,0.000000,2614.544224,39184.447331,41573.836114,19288.657881,15623.812883,6000.000000,6000.000000,5,2,30058.740733,24724.890699,23874.695722,23874.695722,25386.577748
2025-08-31,61584.527677,45385.427761,90.732433,373.499630,0.000000,15872.914492,0.000000,15825.600286,62020.322167,77893.236658,21291.807675,17246.364217,6000.000000,6000.000000,8,3,94151.078359,63024.021512,61584.527677,61584.527677,71322.805507
2025-09-01,44760.777065,33637.421803,31.482933,121.679762,0.000000,12116.274888,0.000000,11001.675500,53736.010109,65852.284997,20025.562881,16220.705933,6000.000000,6000.000000,5,2,59505.453844,44080.441356,44760.777065,44760.777065,44282.603159
2025-09-02,44962.555340,33312.550286,29.176833,112.597472,0.000000,12624.058065,0.000000,11537.407581,52911.069482,65535.127547,19806.040246,16042.892599,6000.000000,6000.000000,5,2,76752.206431,49298.121457,44962.555340,44962.555340,52078.235787
2025-09-03,46846.289666,34564.580411,41.203717,180.840886,0.000000,12982.503765,0.000000,12100.868369,52902.862296,65885.366061,20537.684794,16635.524683,6000.000000,6000.000000,7,3,73785.244750,48452.945217,46846.289666,46846.289666,52756.649769
2025-09-04,44268.540321,34482.767394,147.034200,754.322127,0.000000,9007.200819,0.000000,9031.450800,53596.621928,62603.822747,20594.195247,16681.298150,6000.000000,6000.000000,12,6,71509.620479,46946.273459,44268.540321,44268.540321,55332.258287
2025-09-05,14452.960627,12821.363924,74.635500,187.720190,0.000000,1366.637100,0.000000,1443.876513,29519.336866,30885.973966,16120.909033,13057.936317,6000.000000,6000.000000,9,5,21391.358333,14713.097106,14452.960627,14452.960627,15688.396780
2025-09-06,14954.923718,12638.604084,23.254333,75.675063,0.000000,2202.408206,0.000000,2240.644570,30102.782071,32305.190277,18422.688827,14922.377950,6000.000000,6000.000000,3,2,21348.329075,15252.139226,14954.923718,14954.923718,15769.403438
2025-09-07,46560.266098,33337.730735,39.816600,165.993138,0.000000,13906.306702,0.000000,13056.542225,52682.851751,66589.158454,21000.805370,17010.652350,6000.000000,6000.000000,4,3,79715.965568,50486.532500,46560.266098,46560.266098,56857.545783
2025-09-08,51150.575223,35092.139771,43.333833,189.618198,0.000000,16744.722591,0.000000,15868.817254,54630.455691,71375.178282,21959.697886,17787.355287,6000.000000,6000.000000,5,3,81393.550271,51741.138940,51150.575223,51150.575223,56469.373247
2025-09-09,44764.837862,34294.324159,90.135433,471.252006,0.000000,10292.829416,0.000000,9999.261696,53058.863587,63351.693002,19271.855802,15610.203200,6000.000000,6000.000000,7,4,80549.617607,49049.705347,44764.837862,44764.837862,55141.730178
2025-09-10,51085.065469,35230.516104,10.741867,57.145698,0.000000,16519.279321,0.000000,15797.403666,55324.022567,71843.301888,23219.072654,18807.448850,6000.000000,6000.000000,2,2,84991.262987,50151.413322,51085.065469,51085.065469,59637.025271
2025-09-11,43978.859395,34878.802099,10.822300,52.245794,0.000000,8989.567566,0.000000,9047.811502,53818.645236,62808.212801,19348.100885,15671.961717,6000.000000,6000.000000,3,3,58815.277341,45244.183799,43978.859395,43978.859395,54594.862994
2025-09-12,15400.408110,13015.923721,10.476233,44.445492,0.000000,2489.151200,0.000000,2340.038897,30881.168467,33370.319667,18500.000000,14985.000000,6000.000000,6000.000000,2,2,25167.148549,15186.900408,15400.408110,15400.408110,16234.865667
2025-09-13,15334.257588,12810.857754,9.718700,38.040875,0.000000,2399.277217,0.000000,2485.358959,30406.535348,32805.812565,18048.387798,14619.194117,6000.000000,6000.000000,2,2,27465.272397,15506.024222,15334.257588,15334.257588,15997.523479
2025-09-14,49420.509433,37974.457016,7.714567,38.322193,0.000000,13063.494442,0.000000,11407.730225,59260.194267,72323.688709,22503.294609,18227.668633,6000.000000,6000.000000,2,2,67363.472636,50125.689739,49420.509433,49420.509433,49740.785026
