date,cost_cny,planned_purchase_kwh,planned_cost_cny,emergency_energy_kwh,emergency_cost_cny,emergency_slots,emergency_blocks,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh,soc_min_kwh,soc_max_kwh,curtail_kwh,expected_cost_cny
2025-07-07,77707.850665,82718.680748,59922.843422,4335.447250,17785.007243,71,7,22854.368436,18512.038433,6000.000000,6000.000000,1200.000000,10800.000000,5146.749067,65349.028805
2025-07-08,77254.499418,84607.160823,61777.520070,3447.606917,15476.979347,82,12,22799.241049,18467.385250,6000.000000,6000.000000,1200.000000,10800.000000,3638.113933,66330.759796
2025-07-09,69713.512374,85794.592237,62428.577263,1641.746509,7284.935111,60,14,24066.665171,19493.998788,6000.000000,6000.000000,1200.000000,10800.000000,4949.686467,66712.812391
2025-07-10,68988.799049,86054.246574,62620.536446,1417.898897,6368.262603,49,16,22827.753292,18490.480167,6000.000000,6000.000000,1200.000000,10800.000000,4729.733850,66698.322523
2025-07-11,50591.263399,86712.277545,50591.263399,0.000000,0.000000,0,0,24000.000000,19440.000000,6000.000000,6000.000000,1200.000000,10800.000000,20500.338317,53682.200800
2025-07-12,49375.019755,86881.367138,49375.019755,0.000000,0.000000,0,0,26762.762834,21677.837895,6000.000000,6000.000000,1200.000000,10800.000000,21327.086945,52254.546323
2025-07-13,65085.582665,85604.829620,60639.034914,847.692500,4446.547751,38,16,22487.853251,18215.161133,6000.000000,6000.000000,1200.000000,10800.000000,6073.613233,64405.838304
2025-07-14,66676.282035,86631.259669,61924.963957,939.780980,4751.318078,38,14,26288.736667,21293.876700,6000.000000,6000.000000,1200.000000,10800.000000,5266.944933,65785.524931
2025-07-15,66379.193793,86407.458461,62575.528892,854.284187,3803.664901,41,16,23594.427469,19111.486250,6000.000000,6000.000000,1200.000000,10800.000000,5557.429600,66485.023439
2025-07-16,67758.711896,86006.892768,63363.899148,976.291735,4394.812748,30,16,22082.614588,17886.917817,6000.000000,6000.000000,1200.000000,10800.000000,5934.682383,67346.344676
2025-07-17,66387.812111,86349.887895,62462.819591,840.194358,3924.992520,36,18,23570.883815,19092.415890,6000.000000,6000.000000,1200.000000,10800.000000,4101.834500,66390.340395
2025-07-18,49340.957878,86230.790922,49340.957878,0.000000,0.000000,0,0,24402.688630,19766.177791,6000.000000,6000.000000,1200.000000,10800.000000,20088.182107,52250.817277
2025-07-19,48585.649621,86266.546138,48507.979196,26.450000,77.670425,1,1,26477.108708,21446.458053,6000.000000,6000.000000,1200.000000,10800.000000,23363.914600,51292.635462
2025-07-20,63124.091241,85392.431968,61529.895789,355.648467,1594.195452,19,12,23465.773449,19007.276493,6000.000000,6000.000000,1200.000000,10800.000000,4474.798827,65382.016573
2025-07-21,66172.889378,85121.939449,62715.528748,734.002985,3457.360629,33,15,21784.618268,17645.540797,6000.000000,6000.000000,1200.000000,10800.000000,3997.669631,66772.180522
2025-07-22,65031.347652,85793.275083,62117.005342,657.313381,2914.342310,32,15,24125.227284,19541.434100,6000.000000,6000.000000,1200.000000,10800.000000,3065.067117,66257.961507
2025-07-23,65003.437838,85827.115685,62167.306885,624.069867,2836.130953,29,15,23102.104115,18712.704333,6000.000000,6000.000000,1200.000000,10800.000000,3843.773367,66198.289518
2025-07-24,66767.369766,85836.811926,62429.429563,867.390800,4337.940204,28,11,22265.371603,18034.950998,6000.000000,6000.000000,1200.000000,10800.000000,4060.292067,66301.499340
2025-07-25,48164.191870,85590.106760,48164.191870,0.000000,0.000000,0,0,22847.223483,18506.251021,6000.000000,6000.000000,1200.000000,10800.000000,22341.207296,50608.298875
2025-07-26,48941.150766,85910.266509,48941.150766,0.000000,0.000000,0,0,27890.939101,22591.660672,6000.000000,6000.000000,1200.000000,10800.000000,22846.233122,51452.329759
2025-07-27,64161.811502,84381.924721,61372.900683,646.298147,2788.910820,28,11,22142.170342,17935.157977,6000.000000,6000.000000,1200.000000,10800.000000,1906.637433,64745.748735
2025-07-28,69176.804249,84702.201179,61998.993957,1636.575200,7177.810293,43,16,22779.656928,18451.522111,6000.000000,6000.000000,1200.000000,10800.000000,936.626645,65397.080010
2025-07-29,66553.522627,85558.601095,62089.425340,1037.028775,4464.097287,28,13,24377.358053,19745.660023,6000.000000,6000.000000,1200.000000,10800.000000,1811.499927,65242.464206
2025-07-30,65418.866156,84727.083381,62635.554827,585.242183,2783.311329,25,15,21349.682316,17293.242676,6000.000000,6000.000000,1200.000000,10800.000000,3060.571959,65793.640461
2025-07-31,63710.612504,85170.957401,61700.950865,403.230767,2009.661639,18,11,23537.823316,19065.636886,6000.000000,6000.000000,1200.000000,10800.000000,1641.328493,64653.177522
2025-08-01,47630.547068,84836.364742,47630.547068,0.000000,0.000000,0,0,23993.952609,19435.101613,6000.000000,6000.000000,1200.000000,10800.000000,26173.138588,49814.977484
2025-08-02,46783.427043,84899.960369,46690.227475,31.238333,93.199568,1,1,25361.832732,20543.084513,6000.000000,6000.000000,1200.000000,10800.000000,25507.107821,48841.549317
2025-08-03,60131.632141,83888.244885,58912.100251,225.596967,1219.531890,20,8,22187.682030,17972.022444,6000.000000,6000.000000,1200.000000,10800.000000,8745.104453,61544.428476
2025-08-04,59978.132523,84095.489982,59634.405627,94.793433,343.726896,6,4,22846.651226,18505.787493,6000.000000,6000.000000,1200.000000,10800.000000,7014.856879,62319.937240
2025-08-05,59849.018813,83914.272194,59575.658287,77.656167,273.360526,6,5,22107.025535,17906.690683,6000.000000,6000.000000,1200.000000,10800.000000,6591.845639,62278.884184
2025-08-06,62485.181008,83104.871619,60096.975079,522.126900,2388.205929,19,6,21320.539714,17269.637168,6000.000000,6000.000000,1200.000000,10800.000000,5187.426896,62772.184872
2025-08-07,59677.326450,83560.603090,58828.268041,227.221150,849.058409,11,7,24060.904791,19489.332881,6000.000000,6000.000000,1200.000000,10800.000000,7550.348742,61464.422386
2025-08-08,44909.022225,83680.472313,44909.022225,0.000000,0.000000,0,0,26289.441033,21294.447237,6000.000000,6000.000000,1200.000000,10800.000000,29796.477937,46836.489778
2025-08-09,45866.683956,83334.534673,45866.683956,0.000000,0.000000,0,0,25913.601180,20990.016956,6000.000000,6000.000000,1200.000000,10800.000000,27888.686062,47893.461157
2025-08-10,59450.407726,82377.238578,59158.861520,99.408683,291.546206,7,6,21987.204063,17809.635291,6000.000000,6000.000000,1200.000000,10800.000000,6454.934388,61865.405784
2025-08-11,58386.818733,82799.273054,57656.685490,167.131867,730.133243,11,8,24962.015347,20219.232431,6000.000000,6000.000000,1200.000000,10800.000000,6597.603596,60431.428434
2025-08-12,60032.822792,82277.808136,59231.628114,185.315050,801.194678,15,7,21221.794606,17189.653631,6000.000000,6000.000000,1200.000000,10800.000000,5086.462752,62000.616522
2025-08-13,60259.525857,82475.338856,58783.577247,325.866433,1475.948610,14,8,21989.284906,17811.320774,6000.000000,6000.000000,1200.000000,10800.000000,5293.846226,61471.268680
2025-08-14,60337.379921,82354.094352,58472.685098,376.622267,1864.694823,20,9,22080.405469,17885.128430,6000.000000,6000.000000,1200.000000,10800.000000,5416.886010,61171.962938
2025-08-15,45578.590121,82011.236216,45578.590121,0.000000,0.000000,0,0,22682.463938,18372.795789,6000.000000,6000.000000,1200.000000,10800.000000,28099.147635,47608.859348
2025-08-16,45450.222410,82088.725273,45450.222410,0.000000,0.000000,0,0,23040.011035,18662.408939,6000.000000,6000.000000,1200.000000,10800.000000,28516.463485,47275.987961
2025-08-17,58955.822242,81152.296224,57201.702436,305.479167,1754.119806,18,9,21523.016998,17433.643769,6000.000000,6000.000000,1200.000000,10800.000000,7123.956747,59983.363346
2025-08-18,59746.230614,81459.769032,57729.615084,380.253233,2016.615529,16,8,22022.418099,17838.158660,6000.000000,6000.000000,1200.000000,10800.000000,5165.118525,60420.094830
2025-08-19,59734.945894,81302.959424,58037.982929,289.861633,1696.962965,13,8,21350.436733,17293.853754,6000.000000,6000.000000,1200.000000,10800.000000,7027.038476,60829.838133
2025-08-20,63081.577122,81411.240007,58719.165768,974.684696,4362.411354,32,9,22684.932411,18374.795253,6000.000000,6000.000000,1200.000000,10800.000000,2486.996898,61591.185457
2025-08-21,58976.045723,81045.399573,57664.662179,238.432233,1311.383544,11,7,21882.708991,17724.994283,6000.000000,6000.000000,1200.000000,10800.000000,5393.366941,60566.395374
2025-08-22,45500.489765,81017.032430,45500.489765,0.000000,0.000000,0,0,23516.283433,19048.189581,6000.000000,6000.000000,1200.000000,10800.000000,25566.630298,47616.395729
2025-08-23,44396.879421,81011.934513,44396.879421,0.000000,0.000000,0,0,25145.984745,20368.247643,6000.000000,6000.000000,1200.000000,10800.000000,24190.008020,46459.357406
2025-08-24,58828.932705,79723.401601,56666.565774,401.819108,2162.366931,23,8,22018.551318,17835.026568,6000.000000,6000.000000,1200.000000,10800.000000,5898.527573,59415.679534
2025-08-25,61811.722220,79576.981102,57057.481958,1135.507578,4754.240262,42,10,21602.593453,17498.100697,6000.000000,6000.000000,1200.000000,10800.000000,2645.439786,60059.201146
2025-08-26,57766.770501,80166.727402,56411.136110,268.154050,1355.634391,14,9,22125.989902,17922.051820,6000.000000,6000.000000,1200.000000,10800.000000,4672.176492,59205.622303
2025-08-27,58919.856959,80150.852192,56582.147821,466.749822,2337.709138,21,9,23666.305146,19169.707168,6000.000000,6000.000000,1200.000000,10800.000000,3381.254380,59430.704223
2025-08-28,65863.489990,78670.967440,56140.684318,2013.495297,9722.805671,38,14,21423.272463,17352.850695,6000.000000,6000.000000,1200.000000,10800.000000,1876.972418,59104.742920
2025-08-29,44393.300348,78643.160852,44393.300348,0.000000,0.000000,0,0,21970.110790,17795.789740,6000.000000,6000.000000,1200.000000,10800.000000,23241.660807,46333.873240
2025-08-30,44040.312361,77795.688465,44040.312361,0.000000,0.000000,0,0,22553.594187,18268.411291,6000.000000,6000.000000,1200.000000,10800.000000,26863.894783,46086.144853
2025-08-31,58182.402795,76646.485697,54033.968872,937.350804,4148.433923,34,12,22449.658767,18184.223601,6000.000000,6000.000000,1200.000000,10800.000000,3127.186491,56767.854053
2025-09-01,49257.096316,76549.794107,48756.797709,177.767217,500.298607,5,3,20970.056921,16985.746106,6000.000000,6000.000000,1200.000000,10800.000000,6009.909321,51202.842026
2025-09-02,48754.256120,76882.229744,48679.849775,24.140000,74.406345,3,3,21295.243202,17249.146994,6000.000000,6000.000000,1200.000000,10800.000000,3989.891940,51056.249235
2025-09-03,49869.907919,76886.679756,49747.608048,30.568450,122.299871,3,3,22836.621523,18497.663433,6000.000000,6000.000000,1200.000000,10800.000000,5512.720991,52299.159811
2025-09-04,49164.590167,76862.541320,48891.161067,62.249633,273.429100,4,4,23157.400863,18757.494699,6000.000000,6000.000000,1200.000000,10800.000000,6323.098182,51438.896682
2025-09-05,37487.937528,76798.334135,37487.937528,0.000000,0.000000,0,0,21886.981687,17728.455167,6000.000000,6000.000000,1200.000000,10800.000000,29859.611712,39267.733480
2025-09-06,37400.358442,77066.953986,37400.358442,0.000000,0.000000,0,0,24103.022325,19523.448083,6000.000000,6000.000000,1200.000000,10800.000000,29379.478983,39140.472325
2025-09-07,48353.345266,75942.617955,48136.093464,67.085733,217.251801,4,3,21899.331193,17738.458267,6000.000000,6000.000000,1200.000000,10800.000000,4083.673983,50821.586537
2025-09-08,51033.499999,76005.222581,48889.710662,481.413483,2143.789337,12,5,22596.036868,18302.789863,6000.000000,6000.000000,1200.000000,10800.000000,2477.417446,51775.968623
2025-09-09,48674.236442,76107.452434,48544.395038,31.400250,129.841404,3,2,21764.575062,17629.305800,6000.000000,6000.000000,1200.000000,10800.000000,6385.132033,51297.799560
2025-09-10,55602.559242,75848.904577,49144.553446,1439.116550,6458.005795,37,4,22566.807709,18279.114244,6000.000000,6000.000000,1200.000000,10800.000000,785.585767,52163.899660
2025-09-11,48790.099133,76105.755103,48345.345674,84.882117,444.753459,6,3,21704.951440,17581.010667,6000.000000,6000.000000,1200.000000,10800.000000,5748.287683,51171.830031
2025-09-12,37357.038544,76298.691800,37357.038544,0.000000,0.000000,0,0,23053.322840,18673.191500,6000.000000,6000.000000,1200.000000,10800.000000,26683.650833,39376.785771
2025-09-13,37010.516677,75938.016595,37010.516677,0.000000,0.000000,0,0,22316.973230,18076.748317,6000.000000,6000.000000,1200.000000,10800.000000,29731.494250,38802.013279
2025-09-14,50755.921256,75025.333399,48627.060779,551.370027,2128.860477,20,5,21360.509748,17302.012896,6000.000000,6000.000000,1200.000000,10800.000000,1855.418959,51246.324164
2025-09-15,51196.655900,75492.217179,48442.125924,653.912017,2754.529976,15,2,21682.506811,17562.830517,6000.000000,6000.000000,1200.000000,10800.000000,4907.634530,50932.045596
2025-09-16,50783.651553,75679.524884,49158.310426,470.340501,1625.341127,19,4,24199.058272,19601.237200,6000.000000,6000.000000,1200.000000,10800.000000,3649.363446,51933.374302
2025-09-17,51981.512288,75342.586578,48660.937447,704.390850,3320.574840,28,5,22606.985905,18311.658583,6000.000000,6000.000000,1200.000000,10800.000000,1796.656171,51391.548264
2025-09-18,48970.607166,75380.916257,47825.846622,245.602817,1144.760544,11,4,22494.422387,18220.482133,6000.000000,6000.000000,1200.000000,10800.000000,1950.881592,50473.583034
2025-09-19,37633.164889,75201.169692,37633.164889,0.000000,0.000000,0,0,22707.472834,18393.052996,6000.000000,6000.000000,1200.000000,10800.000000,23673.070056,39630.939264
2025-09-20,36579.316078,74896.274604,36579.316078,0.000000,0.000000,0,0,24261.758179,19652.024125,6000.000000,6000.000000,1200.000000,10800.000000,22864.112755,38497.950173
2025-09-21,49814.250280,73070.796745,47503.312158,650.439708,2310.938122,20,5,21633.277942,17522.955133,6000.000000,6000.000000,1200.000000,10800.000000,3517.504618,50507.805009
2025-09-22,50680.138826,73364.313770,48095.737801,587.463367,2584.401025,23,6,21683.056523,17563.275783,6000.000000,6000.000000,1200.000000,10800.000000,2798.622049,51051.607537
2025-09-23,53384.180676,73403.599190,47483.258098,1354.392667,5900.922577,34,6,21655.992469,17541.353900,6000.000000,6000.000000,1200.000000,10800.000000,1310.887430,50506.775183
2025-09-24,52328.585152,72761.962856,47124.849915,1191.688738,5203.735238,29,7,21682.799671,17563.067733,6000.000000,6000.000000,1200.000000,10800.000000,2510.924367,50311.279144
2025-09-25,48476.078861,69968.033001,44629.742341,894.096533,3846.336519,28,10,21614.744630,17507.943150,6000.000000,6000.000000,1200.000000,10800.000000,2640.193238,49233.500127
2025-09-26,33727.182059,69980.627654,33727.182059,0.000000,0.000000,0,0,23241.265967,18825.425433,6000.000000,6000.000000,1200.000000,10800.000000,21998.257367,36935.196269
2025-09-27,34556.606749,69238.173061,34556.606749,0.000000,0.000000,0,0,22321.335226,18080.281533,6000.000000,6000.000000,1200.000000,10800.000000,22273.575976,37278.993752
2025-09-28,53871.750363,67984.385901,43949.203045,2201.738397,9922.547318,61,12,21541.819300,17448.873633,6000.000000,6000.000000,1200.000000,10800.000000,395.893797,46678.688589
2025-09-29,50344.227974,68588.878995,44116.050098,1414.812215,6228.177876,52,14,21618.969588,17511.365367,6000.000000,6000.000000,1200.000000,10800.000000,862.925521,46844.531515
2025-09-30,59249.103319,69177.716982,44045.045095,3233.598212,15204.058224,70,11,23138.249630,18741.982200,6000.000000,6000.000000,1200.000000,10800.000000,521.655020,46803.885814
2025-10-01,42379.431831,69130.453949,42211.012917,48.942500,168.418914,4,4,22126.799033,17922.707217,6000.000000,6000.000000,1200.000000,10800.000000,7695.607525,44146.212405
2025-10-02,42753.029650,69004.629814,42296.762943,139.681167,456.266707,12,7,21645.084527,17532.518467,6000.000000,6000.000000,1200.000000,10800.000000,6208.463442,44218.455235
2025-10-03,31637.699908,69878.206148,31637.699908,0.000000,0.000000,0,0,24617.115988,19939.863950,6000.000000,6000.000000,1200.000000,10800.000000,28067.541417,32976.110257
2025-10-04,32953.778436,69387.612580,32953.778436,0.000000,0.000000,0,0,23280.826672,18857.469605,6000.000000,6000.000000,1200.000000,10800.000000,23970.330847,34393.963427
2025-10-05,43350.101716,68805.962908,42596.266720,203.953586,753.834996,15,6,21618.969588,17511.365367,6000.000000,6000.000000,1200.000000,10800.000000,5017.117641,44564.981755
2025-10-06,44376.535602,68791.222949,43303.685055,249.686900,1072.850547,18,7,21626.799033,17517.707217,6000.000000,6000.000000,1200.000000,10800.000000,3416.391213,45358.413548
2025-10-07,44502.400282,68960.339616,42825.101248,356.860253,1677.299034,25,6,22402.469300,18146.000133,6000.000000,6000.000000,1200.000000,10800.000000,3176.045388,44904.758715
2025-10-08,45998.091298,68835.863344,43041.444862,722.987240,2956.646436,25,6,21712.808305,17587.374727,6000.000000,6000.000000,1200.000000,10800.000000,4505.277748,45145.596755
2025-10-09,45323.351098,68645.762690,42641.811940,600.925117,2681.539157,21,7,21585.448601,17484.213367,6000.000000,6000.000000,1200.000000,10800.000000,4408.829617,44762.833304
2025-10-10,32145.941660,69461.979975,32145.941660,0.000000,0.000000,0,0,22926.079568,18570.124450,6000.000000,6000.000000,1200.000000,10800.000000,27710.486185,33530.567909
2025-10-11,32796.198170,68959.652345,32796.198170,0.000000,0.000000,0,0,23363.784095,18924.665117,6000.000000,6000.000000,1200.000000,10800.000000,23644.141213,34281.623737
2025-10-12,45223.282059,68329.136039,42309.690761,675.136161,2913.591298,28,10,21547.762387,17453.687533,6000.000000,6000.000000,1200.000000,10800.000000,2696.833523,44399.898405
2025-10-13,44320.835707,68603.763150,42728.082594,364.865033,1592.753113,22,7,21547.762387,17453.687533,6000.000000,6000.000000,1200.000000,10800.000000,3095.900012,44716.023862
2025-10-14,50019.233971,68741.784464,42853.885629,1515.051279,7165.348342,43,9,22314.390864,18074.656600,6000.000000,6000.000000,1200.000000,10800.000000,1982.456783,44956.007753
2025-10-15,49873.373329,69109.623835,43144.832534,1604.469374,6728.540795,55,14,23717.470925,19211.151449,6000.000000,6000.000000,1200.000000,10800.000000,1423.825246,45287.359634
2025-10-16,56346.584359,69024.576518,43485.938082,2754.009980,12860.646277,54,7,21444.080370,17369.705100,6000.000000,6000.000000,1200.000000,10800.000000,1487.915098,45644.124573
2025-10-17,33484.278119,69963.831512,33484.278119,0.000000,0.000000,0,0,24336.135814,19712.270009,6000.000000,6000.000000,1200.000000,10800.000000,22782.493426,35108.061247
2025-10-18,32872.391222,69596.820443,32872.391222,0.000000,0.000000,0,0,24769.691451,20063.450075,6000.000000,6000.000000,1200.000000,10800.000000,23573.870392,34609.660381
2025-10-19,57414.554755,68571.623359,43537.825639,3000.540583,13876.729116,55,11,21646.288333,17533.493550,6000.000000,6000.000000,1200.000000,10800.000000,997.159742,46083.960396
2025-10-20,56678.985868,69134.739149,43755.277199,2651.384195,12923.708669,61,9,21762.568841,17627.680762,6000.000000,6000.000000,1200.000000,10800.000000,884.630528,46362.620016
2025-10-21,60302.620458,69785.306599,44525.935874,3744.971084,15776.684584,74,9,21785.419672,17646.189935,6000.000000,6000.000000,1200.000000,10800.000000,776.331400,47209.358870
2025-10-22,58891.665276,70269.535536,44815.435232,3014.573266,14076.230044,55,6,21838.029774,17688.804117,6000.000000,6000.000000,1200.000000,10800.000000,1384.945950,47552.878121
2025-10-23,50324.797146,70494.602329,44198.491362,1349.208243,6126.305784,39,15,21899.966111,17738.972550,6000.000000,6000.000000,1200.000000,10800.000000,1735.310149,47048.598868
2025-10-24,34017.125093,70557.957906,34017.125093,0.000000,0.000000,0,0,22439.294369,18175.828439,6000.000000,6000.000000,1200.000000,10800.000000,21365.068122,36230.311298
2025-10-25,33356.589717,69936.652736,33356.589717,0.000000,0.000000,0,0,22673.171049,18365.268550,6000.000000,6000.000000,1200.000000,10800.000000,20232.218133,35821.931086
2025-10-26,49183.857632,69828.589452,44029.765757,1256.769961,5154.091875,50,16,23011.076931,18638.972314,6000.000000,6000.000000,1200.000000,10800.000000,843.040631,47020.005035
2025-10-27,52570.010497,70384.450760,43793.116036,1908.262323,8776.894461,48,14,24100.290643,19521.235421,6000.000000,6000.000000,1200.000000,10800.000000,1329.425469,46703.500491
2025-10-28,54974.564452,70597.329692,44777.998870,2190.629187,10196.565583,58,13,23624.030457,19135.464671,6000.000000,6000.000000,1200.000000,10800.000000,729.688515,47801.703407
2025-10-29,64057.435720,70536.687429,45273.702597,4336.873484,18783.733123,84,11,22039.656473,17852.121743,6000.000000,6000.000000,1200.000000,10800.000000,197.024650,48229.300866
2025-10-30,51422.785300,71232.740935,45632.700646,1246.258059,5790.084655,50,20,22838.454177,18499.147883,6000.000000,6000.000000,1200.000000,10800.000000,1454.131414,48380.859241
2025-10-31,34785.848023,71474.016220,34785.848023,0.000000,0.000000,0,0,23681.426646,19181.955583,6000.000000,6000.000000,1200.000000,10800.000000,18608.388117,36641.560073
2025-11-01,34201.846261,71478.593829,34201.846261,0.000000,0.000000,0,0,23580.591770,19100.279333,6000.000000,6000.000000,1200.000000,10800.000000,18869.487267,35936.171959
2025-11-02,58802.703672,71219.158177,45934.451852,2877.491987,12868.251820,86,17,22093.186250,17895.480862,6000.000000,6000.000000,1200.000000,10800.000000,118.833913,48301.378615
2025-11-03,58760.688463,72176.231500,46553.660865,3233.307046,12207.027598,64,18,22940.413683,18581.735083,6000.000000,6000.000000,1200.000000,10800.000000,597.974580,48801.742145
2025-11-04,53149.987050,72870.547298,46973.542663,1473.170460,6176.444388,62,16,22906.024151,18553.879562,6000.000000,6000.000000,1200.000000,10800.000000,767.045104,49148.574063
2025-11-05,58063.334471,73066.830733,47774.367759,2444.467555,10288.966712,70,12,22154.947137,17945.507181,6000.000000,6000.000000,1200.000000,10800.000000,622.696798,49886.885159
2025-11-06,65767.572831,73941.217842,48450.105007,3737.132586,17317.467824,76,14,23696.153883,19193.884645,6000.000000,6000.000000,1200.000000,10800.000000,402.054512,50527.864627
2025-11-07,36113.004338,74283.015455,36113.004338,0.000000,0.000000,0,0,22738.623930,18418.285383,6000.000000,6000.000000,1200.000000,10800.000000,18582.902837,37803.743092
2025-11-08,36457.269512,74555.716124,36457.269512,0.000000,0.000000,0,0,23700.756436,19197.612713,6000.000000,6000.000000,1200.000000,10800.000000,19033.077683,38085.423508
2025-11-09,61113.420152,74533.815771,48352.886952,2868.210190,12760.533201,74,13,24299.533484,19682.622122,6000.000000,6000.000000,1200.000000,10800.000000,333.582166,50647.993253
2025-11-10,69792.762518,75119.981093,49421.625048,4589.187277,20371.137470,78,12,24365.034587,19735.678015,6000.000000,6000.000000,1200.000000,10800.000000,200.383282,51755.776341
2025-11-11,58805.150556,75555.457973,49388.144386,1952.403620,9417.006169,70,18,23149.237160,18750.882100,6000.000000,6000.000000,1200.000000,10800.000000,181.509626,51944.317878
2025-11-12,58056.934047,76141.795203,49947.959489,1526.771849,8108.974558,53,17,23168.972510,18766.867733,6000.000000,6000.000000,1200.000000,10800.000000,243.784667,52299.938619
2025-11-13,61057.706172,76362.021928,51116.895534,2344.552722,9940.810638,61,18,22132.924703,17927.669009,6000.000000,6000.000000,1200.000000,10800.000000,784.619157,53373.796205
2025-11-14,38533.633153,76785.608845,38533.633153,0.000000,0.000000,0,0,22559.761111,18273.406500,6000.000000,6000.000000,1200.000000,10800.000000,18046.421050,40282.089200
2025-11-15,38588.182529,76936.926705,38588.182529,0.000000,0.000000,0,0,23317.302840,18887.015300,6000.000000,6000.000000,1200.000000,10800.000000,16636.116277,40294.300377
2025-11-16,66738.002043,76866.272033,51130.840522,3364.737606,15607.161521,74,20,22559.761111,18273.406500,6000.000000,6000.000000,1200.000000,10800.000000,205.706200,53352.238260
2025-11-17,59399.959125,77655.701073,51486.211573,1677.585917,7913.747551,61,17,23628.432798,19139.030567,6000.000000,6000.000000,1200.000000,10800.000000,305.993383,53745.758457
2025-11-18,65495.927293,77704.986228,52263.449737,3140.603200,13232.477556,63,13,21943.370322,17774.129961,6000.000000,6000.000000,1200.000000,10800.000000,471.710383,54542.988482
2025-11-19,65147.162530,78210.880945,53364.746719,2467.097888,11782.415811,77,17,21811.900041,17667.639033,6000.000000,6000.000000,1200.000000,10800.000000,173.293650,55710.651791
2025-11-20,62555.061626,79151.243823,52925.481950,2151.638083,9629.579677,57,18,23804.055326,19281.284814,6000.000000,6000.000000,1200.000000,10800.000000,502.064700,55178.219942
2025-11-21,40360.700842,79502.200652,40360.700842,0.000000,0.000000,0,0,23567.316564,19089.526417,6000.000000,6000.000000,1200.000000,10800.000000,18619.592733,42055.353759
2025-11-22,40591.059919,79522.729811,40591.059919,0.000000,0.000000,0,0,24155.831111,19566.223200,6000.000000,6000.000000,1200.000000,10800.000000,17002.837850,42312.608665
2025-11-23,66455.284256,79119.706271,53513.407491,2665.048473,12941.876765,60,15,21940.433566,17771.751189,6000.000000,6000.000000,1200.000000,10800.000000,733.909350,55795.246932
2025-11-24,58974.891376,79886.481962,53705.145055,1169.528564,5269.746321,59,20,23833.333333,19305.000000,6000.000000,6000.000000,1200.000000,10800.000000,544.386767,56093.633509
2025-11-25,63130.160776,80118.759290,53869.006766,2051.277814,9261.154010,67,13,22852.797119,18510.765667,6000.000000,6000.000000,1200.000000,10800.000000,383.176128,56163.189652
2025-11-26,66419.445546,80442.674080,54793.393081,2582.147833,11626.052465,68,13,22829.464630,18491.866351,6000.000000,6000.000000,1200.000000,10800.000000,236.803650,57186.817055
2025-11-27,62828.715117,80816.803868,55202.732111,1592.949774,7625.983006,57,19,21865.642893,17711.170743,6000.000000,6000.000000,1200.000000,10800.000000,578.533533,57481.942044
2025-11-28,41332.558444,81434.298612,41332.558444,0.000000,0.000000,0,0,23145.623463,18747.955005,6000.000000,6000.000000,1200.000000,10800.000000,16544.873438,43003.648935
2025-11-29,42393.524204,82134.009757,42393.524204,0.000000,0.000000,0,0,26721.580432,21644.480150,6000.000000,6000.000000,1200.000000,10800.000000,15974.778851,44098.848693
2025-11-30,76272.150816,81516.543554,55821.294575,4464.741162,20450.856241,79,16,23582.447016,19101.782083,6000.000000,6000.000000,1200.000000,10800.000000,182.583500,58084.721613
2025-12-01,102878.473695,82152.543897,59241.247563,8986.789538,43637.226133,110,12,22723.637206,18406.146137,6000.000000,6000.000000,1200.000000,10800.000000,124.043333,61749.946926
2025-12-02,112606.526310,82969.408721,60508.944918,10473.177133,52097.581392,124,8,23187.666687,18782.010017,6000.000000,6000.000000,1200.000000,10800.000000,168.551717,64368.645287
2025-12-03,100640.822194,84012.002866,61140.411906,8418.237850,39500.410288,111,9,23810.777716,19286.729950,6000.000000,6000.000000,1200.000000,10800.000000,244.688150,66349.932360
2025-12-04,94352.906210,85331.703643,61933.224112,6805.795417,32419.682098,112,11,23858.867593,19325.682750,6000.000000,6000.000000,1200.000000,10800.000000,132.177867,67483.449969
2025-12-05,48063.870986,86992.742655,48063.870986,0.000000,0.000000,0,0,25001.971255,20251.596717,6000.000000,6000.000000,1200.000000,10800.000000,14501.753083,52441.032425
2025-12-06,49091.519726,87243.626734,49091.519726,0.000000,0.000000,0,0,26514.700617,21476.907500,6000.000000,6000.000000,1200.000000,10800.000000,14183.538867,53503.295927
2025-12-07,92372.306239,86611.818477,63106.766054,6143.112033,29265.540185,118,12,24574.405494,19905.268450,6000.000000,6000.000000,1200.000000,10800.000000,144.602350,68926.470221
2025-12-08,84641.854635,89253.896543,65769.258756,4040.171983,18872.595880,95,15,23999.906893,19439.924583,6000.000000,6000.000000,1200.000000,10800.000000,192.133250,70405.462027
2025-12-09,80161.534806,90663.585968,66179.296089,2585.685667,13982.238717,81,23,24343.564918,19718.287583,6000.000000,6000.000000,1200.000000,10800.000000,398.971033,70702.410055
2025-12-10,82340.263110,91185.391608,67937.940336,3099.952233,14402.322775,78,18,23340.758992,18906.014783,6000.000000,6000.000000,1200.000000,10800.000000,577.937833,72452.098231
2025-12-11,72141.424254,91984.306617,66842.321467,1217.825233,5299.102788,57,24,24000.000000,19440.000000,6000.000000,6000.000000,1200.000000,10800.000000,641.579383,71216.381053
