run_id,file,sheet,excel_row,excel_col,date,slot_index,slot_label,hour_end,rule_id,action,old_value,new_value,reason
clean-2025-v1,附件2,光伏发电实际功率,154,DS,2025-06-02,122,20:20,20:20,NR1,set_zero,0.0133,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,W,2025-06-03,22,3:40,3:40,NR1,set_zero,0.0132,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,Z,2025-06-03,25,4:10,4:10,NR1,set_zero,0.1838,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,AC,2025-06-03,28,4:40,4:40,NR1,set_zero,2.5604,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,DM,2025-06-03,116,19:20,19:20,NR1,set_zero,2.7819,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,DP,2025-06-03,119,19:50,19:50,NR1,set_zero,0.1997,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,DS,2025-06-03,122,20:20,20:20,NR1,set_zero,0.0143,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,155,DV,2025-06-03,125,20:50,20:50,NR1,set_zero,0.001,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,T,2025-06-04,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,W,2025-06-04,22,3:40,3:40,NR1,set_zero,0.0169,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,Z,2025-06-04,25,4:10,4:10,NR1,set_zero,0.2348,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,AC,2025-06-04,28,4:40,4:40,NR1,set_zero,3.2707,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,DM,2025-06-04,116,19:20,19:20,NR1,set_zero,3.583,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,DP,2025-06-04,119,19:50,19:50,NR1,set_zero,0.2572,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,DS,2025-06-04,122,20:20,20:20,NR1,set_zero,0.0185,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,156,DV,2025-06-04,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,T,2025-06-05,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,W,2025-06-05,22,3:40,3:40,NR1,set_zero,0.0172,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,Z,2025-06-05,25,4:10,4:10,NR1,set_zero,0.2402,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,AC,2025-06-05,28,4:40,4:40,NR1,set_zero,3.3453,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,DM,2025-06-05,116,19:20,19:20,NR1,set_zero,3.6165,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,DP,2025-06-05,119,19:50,19:50,NR1,set_zero,0.2597,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,DS,2025-06-05,122,20:20,20:20,NR1,set_zero,0.0186,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,157,DV,2025-06-05,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,T,2025-06-06,19,3:10,3:10,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,W,2025-06-06,22,3:40,3:40,NR1,set_zero,0.0158,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,Z,2025-06-06,25,4:10,4:10,NR1,set_zero,0.2202,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,AC,2025-06-06,28,4:40,4:40,NR1,set_zero,3.0673,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,DM,2025-06-06,116,19:20,19:20,NR1,set_zero,3.5132,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,DP,2025-06-06,119,19:50,19:50,NR1,set_zero,0.2522,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,DS,2025-06-06,122,20:20,20:20,NR1,set_zero,0.0181,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,158,DV,2025-06-06,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,T,2025-06-07,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,W,2025-06-07,22,3:40,3:40,NR1,set_zero,0.0172,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,Z,2025-06-07,25,4:10,4:10,NR1,set_zero,0.2395,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,AC,2025-06-07,28,4:40,4:40,NR1,set_zero,3.3352,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,DM,2025-06-07,116,19:20,19:20,NR1,set_zero,3.4923,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,DP,2025-06-07,119,19:50,19:50,NR1,set_zero,0.2507,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,DS,2025-06-07,122,20:20,20:20,NR1,set_zero,0.018,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,159,DV,2025-06-07,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,T,2025-06-08,19,3:10,3:10,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,W,2025-06-08,22,3:40,3:40,NR1,set_zero,0.0187,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,Z,2025-06-08,25,4:10,4:10,NR1,set_zero,0.2611,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,AC,2025-06-08,28,4:40,4:40,NR1,set_zero,3.6362,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,DM,2025-06-08,116,19:20,19:20,NR1,set_zero,3.8308,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,DP,2025-06-08,119,19:50,19:50,NR1,set_zero,0.275,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,DS,2025-06-08,122,20:20,20:20,NR1,set_zero,0.0197,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,160,DV,2025-06-08,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,T,2025-06-09,19,3:10,3:10,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,W,2025-06-09,22,3:40,3:40,NR1,set_zero,0.02,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,Z,2025-06-09,25,4:10,4:10,NR1,set_zero,0.2787,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,AC,2025-06-09,28,4:40,4:40,NR1,set_zero,3.8821,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,DM,2025-06-09,116,19:20,19:20,NR1,set_zero,3.6213,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,DP,2025-06-09,119,19:50,19:50,NR1,set_zero,0.26,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,DS,2025-06-09,122,20:20,20:20,NR1,set_zero,0.0187,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,161,DV,2025-06-09,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,T,2025-06-10,19,3:10,3:10,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,W,2025-06-10,22,3:40,3:40,NR1,set_zero,0.0213,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,Z,2025-06-10,25,4:10,4:10,NR1,set_zero,0.2967,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,AC,2025-06-10,28,4:40,4:40,NR1,set_zero,4.1328,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,DM,2025-06-10,116,19:20,19:20,NR1,set_zero,3.4191,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,DP,2025-06-10,119,19:50,19:50,NR1,set_zero,0.2455,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,DS,2025-06-10,122,20:20,20:20,NR1,set_zero,0.0176,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,162,DV,2025-06-10,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,T,2025-06-11,19,3:10,3:10,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,W,2025-06-11,22,3:40,3:40,NR1,set_zero,0.0187,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,Z,2025-06-11,25,4:10,4:10,NR1,set_zero,0.26,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,AC,2025-06-11,28,4:40,4:40,NR1,set_zero,3.622,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,DM,2025-06-11,116,19:20,19:20,NR1,set_zero,3.7502,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,DP,2025-06-11,119,19:50,19:50,NR1,set_zero,0.2693,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,DS,2025-06-11,122,20:20,20:20,NR1,set_zero,0.0193,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,163,DV,2025-06-11,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,T,2025-06-12,19,3:10,3:10,NR1,set_zero,0.0017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,W,2025-06-12,22,3:40,3:40,NR1,set_zero,0.023,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,Z,2025-06-12,25,4:10,4:10,NR1,set_zero,0.3205,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,AC,2025-06-12,28,4:40,4:40,NR1,set_zero,4.4646,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,AE,2025-06-12,30,5:00,5:00,NR4,set_zero,0.6375,0,shoulder sub-kW noise
clean-2025-v1,附件2,光伏发电实际功率,164,DK,2025-06-12,114,19:00,19:00,NR4,set_zero,0.5625,0,shoulder sub-kW noise
clean-2025-v1,附件2,光伏发电实际功率,164,DM,2025-06-12,116,19:20,19:20,NR1,set_zero,3.6902,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,DP,2025-06-12,119,19:50,19:50,NR1,set_zero,0.2649,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,DS,2025-06-12,122,20:20,20:20,NR1,set_zero,0.019,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,164,DV,2025-06-12,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,T,2025-06-13,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,W,2025-06-13,22,3:40,3:40,NR1,set_zero,0.017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,Z,2025-06-13,25,4:10,4:10,NR1,set_zero,0.2371,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,AC,2025-06-13,28,4:40,4:40,NR1,set_zero,3.3027,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,AE,2025-06-13,30,5:00,5:00,NR5,flag,1.8,1.8,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,165,DK,2025-06-13,114,19:00,19:00,NR5,flag,2.25,2.25,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,165,DM,2025-06-13,116,19:20,19:20,NR1,set_zero,4.8544,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,DP,2025-06-13,119,19:50,19:50,NR1,set_zero,0.3485,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,DS,2025-06-13,122,20:20,20:20,NR1,set_zero,0.025,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,165,DV,2025-06-13,125,20:50,20:50,NR1,set_zero,0.0018,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,T,2025-06-14,19,3:10,3:10,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,W,2025-06-14,22,3:40,3:40,NR1,set_zero,0.0225,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,Z,2025-06-14,25,4:10,4:10,NR1,set_zero,0.3136,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,AC,2025-06-14,28,4:40,4:40,NR1,set_zero,4.3681,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,AE,2025-06-14,30,5:00,5:00,NR5,flag,3.45,3.45,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,166,DK,2025-06-14,114,19:00,19:00,NR5,flag,3.45,3.45,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,166,DM,2025-06-14,116,19:20,19:20,NR1,set_zero,4.2987,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,DP,2025-06-14,119,19:50,19:50,NR1,set_zero,0.3086,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,DS,2025-06-14,122,20:20,20:20,NR1,set_zero,0.0222,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,166,DV,2025-06-14,125,20:50,20:50,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,T,2025-06-15,19,3:10,3:10,NR1,set_zero,0.0017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,W,2025-06-15,22,3:40,3:40,NR1,set_zero,0.0234,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,Z,2025-06-15,25,4:10,4:10,NR1,set_zero,0.3255,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,AC,2025-06-15,28,4:40,4:40,NR1,set_zero,4.5342,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,AE,2025-06-15,30,5:00,5:00,NR5,flag,4.65,4.65,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,167,DM,2025-06-15,116,19:20,19:20,NR1,set_zero,4.6708,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,DP,2025-06-15,119,19:50,19:50,NR1,set_zero,0.3353,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,DS,2025-06-15,122,20:20,20:20,NR1,set_zero,0.0241,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,167,DV,2025-06-15,125,20:50,20:50,NR1,set_zero,0.0017,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,T,2025-06-16,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,W,2025-06-16,22,3:40,3:40,NR1,set_zero,0.0162,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,Z,2025-06-16,25,4:10,4:10,NR1,set_zero,0.2263,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,AC,2025-06-16,28,4:40,4:40,NR1,set_zero,3.1524,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,AE,2025-06-16,30,5:00,5:00,NR5,flag,4.6125,4.6125,"shoulder weak signal, excluded from sigma estimation"
clean-2025-v1,附件2,光伏发电实际功率,168,DM,2025-06-16,116,19:20,19:20,NR1,set_zero,3.6598,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,DP,2025-06-16,119,19:50,19:50,NR1,set_zero,0.2628,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,DS,2025-06-16,122,20:20,20:20,NR1,set_zero,0.0189,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,168,DV,2025-06-16,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,T,2025-06-17,19,3:10,3:10,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,W,2025-06-17,22,3:40,3:40,NR1,set_zero,0.0159,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,Z,2025-06-17,25,4:10,4:10,NR1,set_zero,0.222,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,AC,2025-06-17,28,4:40,4:40,NR1,set_zero,3.0923,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,DM,2025-06-17,116,19:20,19:20,NR1,set_zero,4.1807,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,DP,2025-06-17,119,19:50,19:50,NR1,set_zero,0.3002,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,DS,2025-06-17,122,20:20,20:20,NR1,set_zero,0.0216,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,169,DV,2025-06-17,125,20:50,20:50,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,T,2025-06-18,19,3:10,3:10,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,W,2025-06-18,22,3:40,3:40,NR1,set_zero,0.0211,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,Z,2025-06-18,25,4:10,4:10,NR1,set_zero,0.2945,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,AC,2025-06-18,28,4:40,4:40,NR1,set_zero,4.1014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,DM,2025-06-18,116,19:20,19:20,NR1,set_zero,3.6897,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,DP,2025-06-18,119,19:50,19:50,NR1,set_zero,0.2649,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,DS,2025-06-18,122,20:20,20:20,NR1,set_zero,0.019,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,170,DV,2025-06-18,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,T,2025-06-19,19,3:10,3:10,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,W,2025-06-19,22,3:40,3:40,NR1,set_zero,0.0182,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,Z,2025-06-19,25,4:10,4:10,NR1,set_zero,0.253,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,AC,2025-06-19,28,4:40,4:40,NR1,set_zero,3.5239,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,DM,2025-06-19,116,19:20,19:20,NR1,set_zero,3.6539,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,DP,2025-06-19,119,19:50,19:50,NR1,set_zero,0.2623,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,DS,2025-06-19,122,20:20,20:20,NR1,set_zero,0.0188,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,171,DV,2025-06-19,125,20:50,20:50,NR1,set_zero,0.0014,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,T,2025-06-20,19,3:10,3:10,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,W,2025-06-20,22,3:40,3:40,NR1,set_zero,0.0221,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,Z,2025-06-20,25,4:10,4:10,NR1,set_zero,0.3079,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,AC,2025-06-20,28,4:40,4:40,NR1,set_zero,4.2881,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,DM,2025-06-20,116,19:20,19:20,NR1,set_zero,3.5416,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,DP,2025-06-20,119,19:50,19:50,NR1,set_zero,0.2543,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,DS,2025-06-20,122,20:20,20:20,NR1,set_zero,0.0183,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,172,DV,2025-06-20,125,20:50,20:50,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,T,2025-06-21,19,3:10,3:10,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,W,2025-06-21,22,3:40,3:40,NR1,set_zero,0.0162,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,Z,2025-06-21,25,4:10,4:10,NR1,set_zero,0.2263,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,AC,2025-06-21,28,4:40,4:40,NR1,set_zero,3.1516,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,DM,2025-06-21,116,19:20,19:20,NR1,set_zero,3.2619,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,DP,2025-06-21,119,19:50,19:50,NR1,set_zero,0.2342,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,DS,2025-06-21,122,20:20,20:20,NR1,set_zero,0.0168,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,173,DV,2025-06-21,125,20:50,20:50,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,T,2025-06-22,19,3:10,3:10,NR1,set_zero,0.0016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,W,2025-06-22,22,3:40,3:40,NR1,set_zero,0.0221,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,Z,2025-06-22,25,4:10,4:10,NR1,set_zero,0.3083,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,AC,2025-06-22,28,4:40,4:40,NR1,set_zero,4.2943,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,DM,2025-06-22,116,19:20,19:20,NR1,set_zero,4.0817,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,DP,2025-06-22,119,19:50,19:50,NR1,set_zero,0.2931,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,DS,2025-06-22,122,20:20,20:20,NR1,set_zero,0.021,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,174,DV,2025-06-22,125,20:50,20:50,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,T,2025-06-23,19,3:10,3:10,NR1,set_zero,0.0015,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,W,2025-06-23,22,3:40,3:40,NR1,set_zero,0.0212,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,Z,2025-06-23,25,4:10,4:10,NR1,set_zero,0.2951,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,AC,2025-06-23,28,4:40,4:40,NR1,set_zero,4.1107,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,DM,2025-06-23,116,19:20,19:20,NR1,set_zero,3.0984,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,DP,2025-06-23,119,19:50,19:50,NR1,set_zero,0.2225,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,DS,2025-06-23,122,20:20,20:20,NR1,set_zero,0.016,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,175,DV,2025-06-23,125,20:50,20:50,NR1,set_zero,0.0011,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,T,2025-06-24,19,3:10,3:10,NR1,set_zero,0.0013,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,W,2025-06-24,22,3:40,3:40,NR1,set_zero,0.0176,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,Z,2025-06-24,25,4:10,4:10,NR1,set_zero,0.2454,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,AC,2025-06-24,28,4:40,4:40,NR1,set_zero,3.4175,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,DM,2025-06-24,116,19:20,19:20,NR1,set_zero,3.2125,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,DP,2025-06-24,119,19:50,19:50,NR1,set_zero,0.2306,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,DS,2025-06-24,122,20:20,20:20,NR1,set_zero,0.0166,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,176,DV,2025-06-24,125,20:50,20:50,NR1,set_zero,0.0012,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,177,T,2025-06-25,19,3:10,3:10,NR1,set_zero,0.0018,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,177,W,2025-06-25,22,3:40,3:40,NR1,set_zero,0.0247,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,177,Z,2025-06-25,25,4:10,4:10,NR1,set_zero,0.3437,0,core-night zero-drift within noise band
clean-2025-v1,附件2,光伏发电实际功率,177,AC,2025-06-25,28,4:40,4:40,NR1,set_zero,4.7875,0,core-night zero-drift within noise band
